"Timestamp","LogicBlockID","BytesAnalyzed","ResonanceScore","GateResolutionTimeMs","ArchitecturalState"
"2026-09-02 10:15:15.706","GENE_GATE_24","16777216","7.6338","0.9842","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.710","GENE_GATE_25","16777216","7.8018","1.0247","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.720","GENE_GATE_26","16777216","7.1396","5.8898","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.724","GENE_GATE_27","16777216","7.6328","0.9909000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.729","GENE_GATE_28","16777216","7.4463","0.9798999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.733","GENE_GATE_29","16777216","7.5322","0.9775999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.738","GENE_GATE_30","16777216","8.1006","1.0015","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.748","GENE_GATE_31","16777216","7.3008","6.8229","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.753","GENE_GATE_32","16777216","7.3848","1.0021","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.758","GENE_GATE_33","16777216","7.582","1.0021","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.762","GENE_GATE_34","16777216","7.7012","1.0035","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.767","GENE_GATE_35","16777216","7.9678","0.9717","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.776","GENE_GATE_36","16777216","7.626","5.3372","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.780","GENE_GATE_37","16777216","7.3574","1.0050000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.785","GENE_GATE_38","16777216","7.377","0.9745","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.789","GENE_GATE_39","16777216","7.6211","0.9721000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.794","GENE_GATE_40","16777216","7.959","1.0081","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.798","GENE_GATE_41","16777216","7.2119","0.9811","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.807","GENE_GATE_42","16777216","7.7305","5.3692","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.812","GENE_GATE_43","16777216","7.668","0.9801","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.816","GENE_GATE_44","16777216","7.5342","0.9993999999999998","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.821","GENE_GATE_45","16777216","7.2129","0.9790000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.825","GENE_GATE_46","16777216","7.2842","0.9803","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.833","GENE_GATE_47","16777216","7.7295","5.0218","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.838","GENE_GATE_48","16777216","7.5049","0.9909000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.842","GENE_GATE_49","16777216","7.8525","0.9814999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.846","GENE_GATE_50","16777216","7.3779","0.9792","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.851","GENE_GATE_51","16777216","7.5039","0.982","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.860","GENE_GATE_52","16777216","7.5098","5.6665","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.864","GENE_GATE_53","16777216","7.6211","0.9951999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.869","GENE_GATE_54","16777216","7.4463","0.9881","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.873","GENE_GATE_55","16777216","7.4014","0.9744","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.877","GENE_GATE_56","16777216","7.5244","0.9832000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.886","GENE_GATE_57","16777216","7.1406","5.3407","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.891","GENE_GATE_58","16777216","7.1377","0.9778","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.895","GENE_GATE_59","16777216","7.5342","0.9798000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.899","GENE_GATE_60","16777216","7.6025","0.9864999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.904","GENE_GATE_61","16777216","7.8516","0.972","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.912","GENE_GATE_62","16777216","7.3965","5.2457","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.917","GENE_GATE_63","16777216","7.4355","0.9978999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.921","GENE_GATE_64","16777216","8.0215","0.9871000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.925","GENE_GATE_65","16777216","7.373","0.9615","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.929","GENE_GATE_66","16777216","7.6943","0.9787000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.938","GENE_GATE_67","16777216","7.624","0.9726","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.942","GENE_GATE_68","16777216","7.4033","0.9959999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.947","GENE_GATE_69","16777216","7.5957","0.9734","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.951","GENE_GATE_70","16777216","7.9248","0.9756","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.955","GENE_GATE_71","16777216","7.6299","0.9872","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.960","GENE_GATE_72","16777216","7.5342","0.9835","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.968","GENE_GATE_73","16777216","7.7139","5.3267","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.973","GENE_GATE_74","16777216","7.7891","0.9898000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.977","GENE_GATE_75","16777216","7.2832","0.9908","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.981","GENE_GATE_76","16777216","7.0117","0.9655","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.986","GENE_GATE_77","16777216","7.7637","0.9777","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.994","GENE_GATE_78","16777216","7.4268","5.1906","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:15.998","GENE_GATE_79","16777216","7.374","0.9803999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.003","GENE_GATE_80","16777216","7.5615","0.9713999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.007","GENE_GATE_81","16777216","7.5459","0.9731","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.011","GENE_GATE_82","16777216","7.5254","0.9853999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.020","GENE_GATE_83","16777216","7.3369","5.4078","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.024","GENE_GATE_84","16777216","7.7539","0.9803999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.028","GENE_GATE_85","16777216","7.5117","1.0047000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.032","GENE_GATE_86","16777216","7.7197","1.0025","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.036","GENE_GATE_87","16777216","7.8545","0.98","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.045","GENE_GATE_88","16777216","8.0039","5.255","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.049","GENE_GATE_89","16777216","7.165","0.998","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.054","GENE_GATE_90","16777216","7.7031","0.9663","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.058","GENE_GATE_91","16777216","7.9473","0.9648","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.062","GENE_GATE_92","16777216","7.3516","0.9718","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.071","GENE_GATE_93","16777216","7.2725","5.808800000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.075","GENE_GATE_94","16777216","7.2744","0.9741","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.079","GENE_GATE_95","16777216","7.6367","0.9783999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.084","GENE_GATE_96","16777216","7.502","0.9773","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.088","GENE_GATE_97","16777216","7.5596","0.9737","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.092","GENE_GATE_98","16777216","7.5771","0.9726999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.101","GENE_GATE_99","16777216","7.208","5.451700000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.105","GENE_GATE_100","16777216","7.5332","0.9944999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.109","GENE_GATE_101","16777216","7.3428","0.9858","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.113","GENE_GATE_102","16777216","7.8311","0.9691","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.118","GENE_GATE_103","16777216","7.8018","0.9814999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.126","GENE_GATE_104","16777216","7.5439","5.3786","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.130","GENE_GATE_105","16777216","7.3711","0.9702","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.135","GENE_GATE_106","16777216","7.6104","0.988","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.139","GENE_GATE_107","16777216","7.2891","0.9966","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.143","GENE_GATE_108","16777216","7.3564","0.9894000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.152","GENE_GATE_109","16777216","7.373","5.2951999999999995","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.156","GENE_GATE_110","16777216","7.2559","0.9717","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.160","GENE_GATE_111","16777216","7.5742","0.9811","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.165","GENE_GATE_112","16777216","7.207","0.9872","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.169","GENE_GATE_113","16777216","7.4541","0.9795999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.179","GENE_GATE_114","16777216","7.4785","6.502199999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.183","GENE_GATE_115","16777216","7.3916","0.99","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.187","GENE_GATE_116","16777216","7.7998","0.9872","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.191","GENE_GATE_117","16777216","7.3213","0.9713","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.196","GENE_GATE_118","16777216","7.5791","0.9728","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.204","GENE_GATE_119","16777216","7.1084","5.2837","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.208","GENE_GATE_120","16777216","7.1836","0.9953","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.213","GENE_GATE_121","16777216","7.502","0.9747","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.217","GENE_GATE_122","16777216","7.2803","0.9978","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.221","GENE_GATE_123","16777216","7.2725","1.0465","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.226","GENE_GATE_124","16777216","7.6191","0.9890999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.234","GENE_GATE_125","16777216","7.6455","5.395","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.239","GENE_GATE_126","16777216","7.4668","0.99","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.243","GENE_GATE_127","16777216","7.2979","1.0235","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.247","GENE_GATE_128","16777216","7.5137","0.9703999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.251","GENE_GATE_129","16777216","7.6631","0.9877","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.260","GENE_GATE_130","16777216","7.9004","5.3718","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.264","GENE_GATE_131","16777216","7.4453","0.9767","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.269","GENE_GATE_132","16777216","7.4697","0.9789","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.273","GENE_GATE_133","16777216","7.6221","0.9696","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.277","GENE_GATE_134","16777216","7.5332","0.9902000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.288","GENE_GATE_135","16777216","7.377","7.3335","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.293","GENE_GATE_136","16777216","7.3184","1.0569","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.298","GENE_GATE_137","16777216","7.3496","1.0046","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.302","GENE_GATE_138","16777216","7.6152","0.988","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.307","GENE_GATE_139","16777216","7.2588","1.0032999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.315","GENE_GATE_140","16777216","7.5527","5.4661","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.320","GENE_GATE_141","16777216","7.2148","1.0050000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.324","GENE_GATE_142","16777216","7.3711","0.9605","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.328","GENE_GATE_143","16777216","7.7617","0.9659","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.332","GENE_GATE_144","16777216","7.6533","0.982","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.341","GENE_GATE_145","16777216","7.8965","5.3643","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.345","GENE_GATE_146","16777216","7.6143","0.9731","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.350","GENE_GATE_147","16777216","7.3809","1.003","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.354","GENE_GATE_148","16777216","7.2744","0.9856000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.358","GENE_GATE_149","16777216","7.5029","0.971","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.366","GENE_GATE_150","16777216","7.4863","4.9991","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.371","GENE_GATE_151","16777216","7.2666","0.977","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.375","GENE_GATE_152","16777216","7.2432","0.975","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.379","GENE_GATE_153","16777216","7.7314","0.9747","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.384","GENE_GATE_154","16777216","7.3359","1.0050000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.388","GENE_GATE_155","16777216","7.8916","1.0231999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.396","GENE_GATE_156","16777216","7.6641","5.2464","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.401","GENE_GATE_157","16777216","7.3301","0.9662","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.405","GENE_GATE_158","16777216","7.2568","0.9825","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.409","GENE_GATE_159","16777216","7.3018","0.9700000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.414","GENE_GATE_160","16777216","7.5645","0.9777","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.423","GENE_GATE_161","16777216","7.7734","5.3333","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.427","GENE_GATE_162","16777216","7.2764","0.9736","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.431","GENE_GATE_163","16777216","7.3662","0.9639","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.435","GENE_GATE_164","16777216","7.6006","0.9777","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.439","GENE_GATE_165","16777216","7.5098","0.9840999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.448","GENE_GATE_166","16777216","7.1504","5.2768","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.452","GENE_GATE_167","16777216","7.2285","0.9813999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.457","GENE_GATE_168","16777216","7.1807","0.9808","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.461","GENE_GATE_169","16777216","7.5059","0.9967000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.465","GENE_GATE_170","16777216","7.9111","0.9781","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.474","GENE_GATE_171","16777216","7.25","5.443","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.478","GENE_GATE_172","16777216","7.5254","0.9741","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.482","GENE_GATE_173","16777216","7.5322","1.0011","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.486","GENE_GATE_174","16777216","7.4014","0.9824","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.490","GENE_GATE_175","16777216","7.4355","0.9838","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.499","GENE_GATE_176","16777216","7.5596","5.4174999999999995","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.503","GENE_GATE_177","16777216","7.4629","0.9816","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.507","GENE_GATE_178","16777216","7.5352","0.9795999999999999","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.512","GENE_GATE_179","16777216","7.375","0.9970000000000001","ISOMORPHIC_LOCKED"
"2026-09-02 10:15:16.513","GENE_GATE_180","2365623","7.7656","0.9521","ISOMORPHIC_LOCKED"
